current value: -0.9399168398328253 @ time:0 
current value: -0.5483973602206708 @ time:1000 
current value: -0.31084299574074203 @ time:2000 
current value: -0.26441210303720825 @ time:3000 
current value: -0.2525789001329751 @ time:4000 
current value: -0.2437897566353589 @ time:5000 
current value: -0.23605873214512418 @ time:6000 
current value: -0.22950438644516868 @ time:7000 
current value: -0.22410856767814344 @ time:8000 
current value: -0.21975021053961807 @ time:9000 
current value: -0.2162667666344218 @ time:10000 
current value: -0.21349498238874715 @ time:11000 
current value: -0.2112888333733003 @ time:12000 
current value: -0.20952717360862022 @ time:13000 
current value: -0.20811283773279346 @ time:14000 
current value: -0.20696885284204306 @ time:15000 
current value: -0.20603656371730406 @ time:16000 
current value: -0.2052692866838345 @ time:17000 
current value: -0.20463152436402615 @ time:18000 
current value: -0.2040948414927122 @ time:19000 
current value: -0.20363813768377712 @ time:20000 
current value: -0.20324464199144898 @ time:21000 
current value: -0.20290149638594768 @ time:22000 
current value: -0.20259872791574604 @ time:23000 
current value: -0.20232853215928479 @ time:24000 
current value: -0.20208476728567334 @ time:25000 
current value: -0.20186257624505133 @ time:26000 
current value: -0.2016580968640533 @ time:27000 
current value: -0.20146823705543448 @ time:28000 
current value: -0.2012905002096736 @ time:29000 
current value: -0.20112284975827027 @ time:30000 
current value: -0.20096360517817097 @ time:31000 
current value: -0.20081136228031843 @ time:32000 
current value: -0.20066493245222672 @ time:33000 
current value: -0.2005232967994559 @ time:34000 
current value: -0.20038557148906788 @ time:35000 
current value: -0.2002509813967027 @ time:36000 
current value: -0.20011884003875224 @ time:37000 
current value: -0.19998853412351447 @ time:38000 
current value: -0.19985951128034196 @ time:39000 
current value: -0.19973127014095504 @ time:40000 
current value: -0.1996033522319757 @ time:41000 
current value: -0.19947533486975416 @ time:42000 
current value: -0.19934682484825983 @ time:43000 
current value: -0.19921745272972413 @ time:44000 
current value: -0.1990868674269468 @ time:45000 
current value: -0.19895473123323845 @ time:46000 
current value: -0.1988207148684438 @ time:47000 
current value: -0.19868449266079552 @ time:48000 
current value: -0.19854573777226453 @ time:49000 
current value: -0.19840411739991778 @ time:50000 
current value: -0.19825928788114455 @ time:51000 
current value: -0.19811088962121265 @ time:52000 
current value: -0.19795854174570301 @ time:53000 
current value: -0.1978018363608463 @ time:54000 
current value: -0.19764033229489814 @ time:55000 
current value: -0.1974735480885117 @ time:56000 
