current value: -0.4000234329236814 @ time:0 
current value: -0.17992534607026614 @ time:1000 
current value: -0.17317967941830803 @ time:2000 
current value: -0.17123135153980426 @ time:3000 
current value: -0.1700975460734178 @ time:4000 
current value: -0.16937924895594011 @ time:5000 
current value: -0.168927106515592 @ time:6000 
current value: -0.16863078082509966 @ time:7000 
current value: -0.16842590736135918 @ time:8000 
current value: -0.16827679294331027 @ time:9000 
current value: -0.16816317031779657 @ time:10000 
current value: -0.16807311159708122 @ time:11000 
current value: -0.16799931800954485 @ time:12000 
current value: -0.1679371480401269 @ time:13000 
current value: -0.1678835414621773 @ time:14000 
current value: -0.1678364116161624 @ time:15000 
current value: -0.16779429163536744 @ time:16000 
current value: -0.1677561227157168 @ time:17000 
current value: -0.1677212023395875 @ time:18000 
current value: -0.16768868198277567 @ time:19000 
current value: -0.16765830563100562 @ time:20000 
current value: -0.16762974586540924 @ time:21000 
current value: -0.16760271806981195 @ time:22000 
current value: -0.1675769958254759 @ time:23000 
current value: -0.1675524002594787 @ time:24000 
current value: -0.16752878837990332 @ time:25000 
current value: -0.16750604454835552 @ time:26000 
current value: -0.16748407434562843 @ time:27000 
current value: -0.1674628000475478 @ time:28000 
current value: -0.16744215721042147 @ time:29000 
current value: -0.16742209206018716 @ time:30000 
current value: -0.1674025594584464 @ time:31000 
current value: -0.1673835213043273 @ time:32000 
current value: -0.16736494526595944 @ time:33000 
current value: -0.16734680376495556 @ time:34000 
current value: -0.16732907315753667 @ time:35000 
current value: -0.16731173306991634 @ time:36000 
current value: -0.1672947658557682 @ time:37000 
current value: -0.16727815615101982 @ time:38000 
current value: -0.1672618905067909 @ time:39000 
current value: -0.16724595708544587 @ time:40000 
current value: -0.16723034540793671 @ time:41000 
current value: -0.16721504614302074 @ time:42000 
current value: -0.16720005093085016 @ time:43000 
current value: -0.1671853522348729 @ time:44000 
current value: -0.16717094321718795 @ time:45000 
current value: -0.16715681763336154 @ time:46000 
current value: -0.16714296974347878 @ time:47000 
current value: -0.1671293942367684 @ time:48000 
current value: -0.16711608616760862 @ time:49000 
current value: -0.1671030409011196 @ time:50000 
current value: -0.16709025406683292 @ time:51000 
current value: -0.16707772151919165 @ time:52000 
current value: -0.16706543930384116 @ time:53000 
current value: -0.1670534036288482 @ time:54000 
current value: -0.16704161084010047 @ time:55000 
current value: -0.16703005740028729 @ time:56000 
current value: -0.16701873987093618 @ time:57000 
current value: -0.16700765489706693 @ time:58000 
current value: -0.16699679919409835 @ time:59000 
current value: -0.16698616953668124 @ time:60000 
current value: -0.16697576274920106 @ time:61000 
current value: -0.1669655756977198 @ time:62000 
current value: -0.1669556052831543 @ time:63000 
current value: -0.1669458484355369 @ time:64000 
current value: -0.1669363021091997 @ time:65000 
current value: -0.16692696327878073 @ time:66000 
current value: -0.16691782893591922 @ time:67000 
current value: -0.16690889608657697 @ time:68000 
current value: -0.16690016174887964 @ time:69000 
current value: -0.1668916229514336 @ time:70000 
current value: -0.16688327673203998 @ time:71000 
current value: -0.16687512013676412 @ time:72000 
current value: -0.1668671502193108 @ time:73000 
current value: -0.16685936404066762 @ time:74000 
current value: -0.16685175866897772 @ time:75000 
current value: -0.16684433117961478 @ time:76000 
current value: -0.1668370786554349 @ time:77000 
current value: -0.16682999818716993 @ time:78000 
current value: -0.16682308687395467 @ time:79000 
current value: -0.16681634182396152 @ time:80000 
current value: -0.16680976015512325 @ time:81000 
current value: -0.16680333899593688 @ time:82000 
current value: -0.16679707548632386 @ time:83000 
current value: -0.16679096677854535 @ time:84000 
current value: -0.16678501003815457 @ time:85000 
current value: -0.16677920244497604 @ time:86000 
current value: -0.1667735411941076 @ time:87000 
current value: -0.16676802349693376 @ time:88000 
current value: -0.16676264658214168 @ time:89000 
current value: -0.16675740769673814 @ time:90000 
current value: -0.16675230410705524 @ time:91000 
current value: -0.16674733309974918 @ time:92000 
current value: -0.16674249198277138 @ time:93000 
current value: -0.16673777808632656 @ time:94000 
current value: -0.16673318876379956 @ time:95000 
current value: -0.166728721392658 @ time:96000 
current value: -0.1667243733753164 @ time:97000 
current value: -0.16672014213996988 @ time:98000 
current value: -0.1667160251413905 @ time:99000 
current value: -0.1667120198616816 @ time:100000 
current value: -0.16670812381099542 @ time:101000 
current value: -0.1667043345282066 @ time:102000 
current value: -0.16670064958154668 @ time:103000 
current value: -0.16669706656920263 @ time:104000 
current value: -0.1666935831197924 @ time:105000 
current value: -0.16669019689292083 @ time:106000 
current value: -0.16668690557961713 @ time:107000 
current value: -0.1666837069027359 @ time:108000 
current value: -0.16668059861730694 @ time:109000 
current value: -0.16667757851084622 @ time:110000 
current value: -0.16667464440361726 @ time:111000 
current value: -0.1666717941488483 @ time:112000 
current value: -0.1666690256399151 @ time:113000 
current value: -0.16666633679515108 @ time:114000 
current value: -0.16666372556644055 @ time:115000 
current value: -0.16666118993954876 @ time:116000 
current value: -0.16665872793364908 @ time:117000 
current value: -0.16665633760122098 @ time:118000 
current value: -0.16665401702796168 @ time:119000 
current value: -0.16665176433265338 @ time:120000 
current value: -0.1666495776669817 @ time:121000 
current value: -0.16664745521531216 @ time:122000 
current value: -0.16664539519441762 @ time:123000 
current value: -0.16664339585317248 @ time:124000 
current value: -0.1666414554722023 @ time:125000 
current value: -0.16663957236349536 @ time:126000 
current value: -0.16663774486997465 @ time:127000 
current value: -0.16663597136502845 @ time:128000 
current value: -0.1666342502520089 @ time:129000 
current value: -0.1666325799636867 @ time:130000 
current value: -0.16663095896166805 @ time:131000 
current value: -0.16662938573577885 @ time:132000 
current value: -0.16662785880340428 @ time:133000 
current value: -0.16662637670879368 @ time:134000 
current value: -0.1666249380223299 @ time:135000 
current value: -0.16662354133975535 @ time:136000 
current value: -0.16662218528136277 @ time:137000 
current value: -0.16662086849114302 @ time:138000 
current value: -0.16661958963590087 @ time:139000 
current value: -0.16661834740431664 @ time:140000 
current value: -0.1666171405059844 @ time:141000 
current value: -0.16661596767038614 @ time:142000 
current value: -0.1666148276458438 @ time:143000 
current value: -0.16661371919841064 @ time:144000 
current value: -0.16661264111072288 @ time:145000 
current value: -0.1666115921808006 @ time:146000 
current value: -0.1666105712208027 @ time:147000 
current value: -0.16660957705572046 @ time:148000 
current value: -0.16660860852203124 @ time:149000 
current value: -0.1666076644662818 @ time:150000 
current value: -0.16660674374362122 @ time:151000 
current value: -0.16660584521626656 @ time:152000 
current value: -0.16660496775190936 @ time:153000 
current value: -0.16660411022204877 @ time:154000 
current value: -0.1666032715002574 @ time:155000 
current value: -0.16660245046037123 @ time:156000 
current value: -0.1666016459746014 @ time:157000 
current value: -0.16660085691156126 @ time:158000 
current value: -0.16660008213421443 @ time:159000 
current value: -0.1665993204977233 @ time:160000 
